id,warehouse_id,product_id,quantity,reorder_level
6334,2,1334,13,5
6335,2,1335,30,10
6336,2,1336,44,10
6337,2,1337,11,5
6338,2,1338,165,25
6339,2,1339,299,25
6340,2,1340,67,25
6341,2,1341,10,5
6342,2,1342,8,5
6343,2,1343,23,10
6344,2,1344,27,10
6345,2,1345,210,25
6346,2,1346,186,25
6347,2,1347,17,5
6348,2,1348,114,25
6349,2,1349,19,5
6350,2,1350,83,25
6351,2,1351,39,10
6352,2,1352,83,25
6353,2,1353,56,10
6354,2,1354,18,10
6355,2,1355,27,10
6356,2,1356,242,25
6357,2,1357,23,10
6358,2,1358,91,25
6359,2,1359,105,25
6360,2,1360,8,5
6361,2,1361,32,10
6362,2,1362,28,10
6363,2,1363,122,25
6364,2,1364,42,10
6365,2,1365,222,25
6366,2,1366,37,10
6367,2,1367,24,10
6368,2,1368,145,25
6369,2,1369,20,5
6370,2,1370,79,25
6371,2,1371,43,10
6372,2,1372,46,10
6373,2,1373,111,25
6374,2,1374,196,25
6375,2,1375,53,10
6376,2,1376,217,25
6377,2,1377,229,25
6378,2,1378,19,5
6379,2,1379,270,25
6380,2,1380,22,10
6381,2,1381,265,25
6382,2,1382,208,25
6383,2,1383,123,25
6384,2,1384,120,25
6385,2,1385,252,25
6386,2,1386,35,10
6387,2,1387,29,10
6388,2,1388,201,25
6389,2,1389,24,10
6390,2,1390,29,10
6391,2,1391,160,25
6392,2,1392,22,10
6393,2,1393,21,10
6394,2,1394,64,25
6395,2,1395,160,25
6396,2,1396,238,25
6397,2,1397,56,10
6398,2,1398,56,10
6399,2,1399,90,25
6400,2,1400,145,25
6401,2,1401,90,25
6402,2,1402,101,25
6403,2,1403,26,10
6404,2,1404,187,25
6405,2,1405,97,25
6406,2,1406,151,25
6407,2,1407,71,25
6408,2,1408,185,25
6409,2,1409,16,10
6410,2,1410,273,25
6411,2,1411,18,5
6412,2,1412,51,25
6413,2,1413,66,25
6414,2,1414,36,10
6415,2,1415,274,25
6416,2,1416,33,10
6417,2,1417,28,10
6418,2,1418,59,10
6419,2,1419,20,5
6420,2,1420,18,10
6421,2,1421,21,10
6422,2,1422,259,25
6423,2,1423,162,25
6424,2,1424,170,25
6425,2,1425,207,25
6426,2,1426,139,25
6427,2,1427,22,10
6428,2,1428,43,10
6429,2,1429,237,25
6430,2,1430,268,25
6431,2,1431,16,5
6432,2,1432,85,25
6433,2,1433,37,10
6434,2,1434,52,10
6435,2,1435,126,25
6436,2,1436,159,25
6437,2,1437,12,5
6438,2,1438,10,5
6439,2,1439,23,10
6440,2,1440,145,25
6441,2,1441,5,5
6442,2,1442,32,10
6443,2,1443,15,5
6444,2,1444,14,5
6445,2,1445,60,25
6446,2,1446,32,10
6447,2,1447,141,25
6448,2,1448,259,25
6449,2,1449,126,25
6450,2,1450,18,10
6451,2,1451,235,25
6452,2,1452,16,10
6453,2,1453,58,10
6454,2,1454,8,5
6455,2,1455,270,25
6456,2,1456,21,10
6457,2,1457,35,10
6458,2,1458,205,25
6459,2,1459,245,25
6460,2,1460,271,25
6461,2,1461,33,10
6462,2,1462,125,25
6463,2,1463,290,25
6464,2,1464,76,25
6465,2,1465,59,10
6466,2,1466,40,10
6467,2,1467,27,10
6468,2,1468,26,10
6469,2,1469,15,10
6470,2,1470,55,10
6471,2,1471,163,25
6472,2,1472,112,25
6473,2,1473,54,10
6474,2,1474,21,10
6475,2,1475,9,5
6476,2,1476,27,10
6477,2,1477,111,25
6478,2,1478,32,10
6479,2,1479,45,10
6480,2,1480,52,10
6481,2,1481,263,25
6482,2,1482,112,25
6483,2,1483,26,10
6484,2,1484,121,25
6485,2,1485,254,25
6486,2,1486,18,10
6487,2,1487,292,25
6488,2,1488,250,25
6489,2,1489,190,25
6490,2,1490,258,25
6491,2,1491,279,25
6492,2,1492,91,25
6493,2,1493,57,10
6494,2,1494,172,25
6495,2,1495,18,5
6496,2,1496,170,25
6497,2,1497,18,5
6498,2,1498,59,25
6499,2,1499,13,5
6500,2,1500,7,5
6501,2,1501,15,5
6502,2,1502,270,25
6503,2,1503,40,10
6504,2,1504,56,10
6505,2,1505,285,25
6506,2,1506,210,25
6507,2,1507,50,10
6508,2,1508,208,25
6509,2,1509,20,5
6510,2,1510,290,25
6511,2,1511,291,25
6512,2,1512,35,10
6513,2,1513,19,10
6514,2,1514,284,25
6515,2,1515,17,10
6516,2,1516,275,25
6517,2,1517,223,25
6518,2,1518,47,10
6519,2,1519,208,25
6520,2,1520,253,25
6521,2,1521,169,25
6522,2,1522,85,25
6523,2,1523,51,10
6524,2,1524,6,5
6525,2,1525,36,10
6526,2,1526,7,5
6527,2,1527,20,5
6528,2,1528,59,25
6529,2,1529,236,25
6530,2,1530,133,25
6531,2,1531,235,25
6532,2,1532,111,25
6533,2,1533,28,10
6534,2,1534,15,10
6535,2,1535,6,5
6536,2,1536,39,10
6537,2,1537,47,10
6538,2,1538,21,10
6539,2,1539,41,10
6540,2,1540,124,25
6541,2,1541,268,25
6542,2,1542,258,25
6543,2,1543,196,25
6544,2,1544,134,25
6545,2,1545,109,25
6546,2,1546,120,25
6547,2,1547,172,25
6548,2,1548,91,25
6549,2,1549,18,5
6550,2,1550,54,10
6551,2,1551,86,25
6552,2,1552,43,10
6553,2,1553,29,10
6554,2,1554,203,25
6555,2,1555,56,10
6556,2,1556,16,5
6557,2,1557,33,10
6558,2,1558,29,10
6559,2,1559,8,5
6560,2,1560,238,25
6561,2,1561,57,10
6562,2,1562,20,5
6563,2,1563,10,5
6564,2,1564,45,10
6565,2,1565,104,25
6566,2,1566,36,10
6567,2,1567,228,25
6568,2,1568,31,10
6569,2,1569,47,10
6570,2,1570,49,10
6571,2,1571,13,5
6572,2,1572,47,10
6573,2,1573,150,25
6574,2,1574,43,10
6575,2,1575,41,10
6576,2,1576,28,10
6577,2,1577,286,25
6578,2,1578,22,10
6579,2,1579,60,10
6580,2,1580,166,25
6581,2,1581,54,10
6582,2,1582,10,5
6583,2,1583,115,25
6584,2,1584,9,5
6585,2,1585,288,25
6586,2,1586,54,10
6587,2,1587,248,25
6588,2,1588,177,25
6589,2,1589,56,10
6590,2,1590,55,10
6591,2,1591,48,10
6592,2,1592,285,25
6593,2,1593,7,5
6594,2,1594,189,25
6595,2,1595,23,10
6596,2,1596,21,10
6597,2,1597,211,25
6598,2,1598,8,5
6599,2,1599,26,10
6600,2,1600,179,25
6601,2,1601,23,10
6602,2,1602,77,25
6603,2,1603,38,10
6604,2,1604,35,10
6605,2,1605,17,10
6606,2,1606,10,5
6607,2,1607,194,25
6608,2,1608,198,25
6609,2,1609,228,25
6610,2,1610,59,25
6611,2,1611,208,25
6612,2,1612,75,25
6613,2,1613,193,25
6614,2,1614,166,25
6615,2,1615,16,5
6616,2,1616,33,10
6617,2,1617,100,25
6618,2,1618,46,10
6619,2,1619,12,5
6620,2,1620,94,25
6621,2,1621,15,10
6622,2,1622,45,10
6623,2,1623,121,25
6624,2,1624,226,25
6625,2,1625,248,25
6626,2,1626,120,25
6627,2,1627,33,10
6628,2,1628,27,10
6629,2,1629,288,25
6630,2,1630,49,10
6631,2,1631,143,25
6632,2,1632,44,10
6633,2,1633,275,25
6634,2,1634,14,5
6635,2,1635,47,10
6636,2,1636,82,25
6637,2,1637,298,25
6638,2,1638,29,10
6639,2,1639,90,25
6640,2,1640,59,10
6641,2,1641,169,25
6642,2,1642,30,10
6643,2,1643,16,5
6644,2,1644,14,5
6645,2,1645,47,10
6646,2,1646,233,25
6647,2,1647,20,5
6648,2,1648,82,25
6649,2,1649,16,5
6650,2,1650,39,10
6651,2,1651,52,10
6652,2,1652,117,25
6653,2,1653,18,10
6654,2,1654,182,25
6655,2,1655,16,5
6656,2,1656,253,25
6657,2,1657,205,25
6658,2,1658,34,10
6659,2,1659,34,10
6660,2,1660,50,10
6661,2,1661,56,10
6662,2,1662,201,25
6663,2,1663,59,10
6664,2,1664,138,25
6665,2,1665,89,25
6666,2,1666,53,10
6667,2,1667,289,25
6668,2,1668,25,10
6669,2,1669,20,5
6670,2,1670,66,25
6671,2,1671,7,5
6672,2,1672,19,5
6673,2,1673,18,5
6674,2,1674,56,10
6675,2,1675,68,25
6676,2,1676,32,10
6677,2,1677,50,10
6678,2,1678,22,10
6679,2,1679,139,25
6680,2,1680,237,25
6681,2,1681,21,10
6682,2,1682,25,10
6683,2,1683,182,25
6684,2,1684,50,10
6685,2,1685,12,5
6686,2,1686,22,10
6687,2,1687,27,10
6688,2,1688,191,25
6689,2,1689,29,10
6690,2,1690,191,25
6691,2,1691,268,25
6692,2,1692,17,5
6693,2,1693,33,10
6694,2,1694,21,10
6695,2,1695,113,25
6696,2,1696,50,25
6697,2,1697,31,10
6698,2,1698,12,5
6699,2,1699,38,10
6700,2,1700,246,25
6701,2,1701,277,25
6702,2,1702,165,25
6703,2,1703,186,25
6704,2,1704,187,25
6705,2,1705,291,25
6706,2,1706,129,25
6707,2,1707,76,25
6708,2,1708,263,25
6709,2,1709,48,10
6710,2,1710,20,10
6711,2,1711,19,5
6712,2,1712,64,25
6713,2,1713,239,25
6714,2,1714,11,5
6715,2,1715,53,10
6716,2,1716,8,5
6717,2,1717,216,25
6718,2,1718,30,10
6719,2,1719,9,5
6720,2,1720,129,25
6721,2,1721,82,25
6722,2,1722,246,25
6723,2,1723,8,5
6724,2,1724,31,10
6725,2,1725,44,10
6726,2,1726,180,25
6727,2,1727,12,5
6728,2,1728,153,25
6729,2,1729,229,25
6730,2,1730,175,25
6731,2,1731,16,10
6732,2,1732,19,10
6733,2,1733,59,10
6734,2,1734,23,10
6735,2,1735,7,5
6736,2,1736,26,10
6737,2,1737,236,25
6738,2,1738,52,25
6739,2,1739,27,10
6740,2,1740,12,5
6741,2,1741,50,10
6742,2,1742,18,5
6743,2,1743,182,25
6744,2,1744,27,10
6745,2,1745,284,25
6746,2,1746,16,5
6747,2,1747,49,10
6748,2,1748,12,5
6749,2,1749,11,5
6750,2,1750,40,10
6751,2,1751,293,25
6752,2,1752,38,10
6753,2,1753,189,25
6754,2,1754,39,10
6755,2,1755,225,25
6756,2,1756,46,10
6757,2,1757,289,25
6758,2,1758,19,5
6759,2,1759,33,10
6760,2,1760,90,25
6761,2,1761,142,25
6762,2,1762,18,5
6763,2,1763,50,10
6764,2,1764,86,25
6765,2,1765,18,10
6766,2,1766,19,5
6767,2,1767,267,25
6768,2,1768,40,10
6769,2,1769,231,25
6770,2,1770,281,25
6771,2,1771,9,5
6772,2,1772,41,10
6773,2,1773,15,10
6774,2,1774,187,25
6775,2,1775,15,5
6776,2,1776,58,25
6777,2,1777,17,5
6778,2,1778,53,10
6779,2,1779,51,10
6780,2,1780,59,10
6781,2,1781,285,25
6782,2,1782,296,25
6783,2,1783,278,25
6784,2,1784,12,5
6785,2,1785,25,10
6786,2,1786,9,5
6787,2,1787,221,25
6788,2,1788,186,25
6789,2,1789,55,10
6790,2,1790,113,25
6791,2,1791,8,5
6792,2,1792,141,25
6793,2,1793,246,25
6794,2,1794,100,25
6795,2,1795,40,10
6796,2,1796,20,5
6797,2,1797,15,5
6798,2,1798,47,10
6799,2,1799,30,10
6800,2,1800,266,25
6801,2,1801,214,25
6802,2,1802,147,25
6803,2,1803,242,25
6804,2,1804,153,25
6805,2,1805,18,10
6806,2,1806,75,25
6807,2,1807,43,10
6808,2,1808,181,25
6809,2,1809,113,25
6810,2,1810,231,25
6811,2,1811,16,10
6812,2,1812,18,10
6813,2,1813,209,25
6814,2,1814,55,10
6815,2,1815,17,5
6816,2,1816,252,25
6817,2,1817,8,5
6818,2,1818,148,25
6819,2,1819,172,25
6820,2,1820,80,25
6821,2,1821,55,10
6822,2,1822,132,25
6823,2,1823,105,25
6824,2,1824,11,5
6825,2,1825,56,25
6826,2,1826,26,10
6827,2,1827,199,25
6828,2,1828,42,10
6829,2,1829,10,5
6830,2,1830,77,25
6831,2,1831,27,10
6832,2,1832,10,5
6833,2,1833,30,10
6834,2,1834,35,10
6835,2,1835,234,25
6836,2,1836,135,25
6837,2,1837,242,25
6838,2,1838,118,25
6839,2,1839,28,10
6840,2,1840,57,10
6841,2,1841,23,10
6842,2,1842,42,10
6843,2,1843,282,25
6844,2,1844,247,25
6845,2,1845,45,10
6846,2,1846,6,5
6847,2,1847,49,10
6848,2,1848,58,25
6849,2,1849,294,25
6850,2,1850,32,10
6851,2,1851,187,25
6852,2,1852,5,5
6853,2,1853,21,10
6854,2,1854,284,25
6855,2,1855,27,10
6856,2,1856,46,10
6857,2,1857,9,5
6858,2,1858,34,10
6859,2,1859,260,25
6860,2,1860,55,10
6861,2,1861,51,10
6862,2,1862,94,25
6863,2,1863,45,10
6864,2,1864,77,25
6865,2,1865,21,10
6866,2,1866,24,10
6867,2,1867,45,10
6868,2,1868,30,10
6869,2,1869,49,10
6870,2,1870,18,10
6871,2,1871,5,5
6872,2,1872,12,5
6873,2,1873,8,5
6874,2,1874,17,5
6875,2,1875,13,5
6876,2,1876,18,5
6877,2,1877,228,25
6878,2,1878,55,25
6879,2,1879,168,25
6880,2,1880,44,10
6881,2,1881,75,25
6882,2,1882,40,10
6883,2,1883,54,10
6884,2,1884,135,25
6885,2,1885,55,10
6886,2,1886,92,25
6887,2,1887,19,10
6888,2,1888,76,25
6889,2,1889,226,25
6890,2,1890,66,25
6891,2,1891,60,10
6892,2,1892,250,25
6893,2,1893,15,5
6894,2,1894,292,25
6895,2,1895,206,25
6896,2,1896,272,25
6897,2,1897,182,25
6898,2,1898,57,10
6899,2,1899,219,25
6900,2,1900,52,10
6901,2,1901,237,25
6902,2,1902,34,10
6903,2,1903,51,10
6904,2,1904,121,25
6905,2,1905,106,25
6906,2,1906,23,10
6907,2,1907,39,10
6908,2,1908,241,25
6909,2,1909,11,5
6910,2,1910,16,5
6911,2,1911,10,5
6912,2,1912,215,25
6913,2,1913,37,10
6914,2,1914,53,10
6915,2,1915,6,5
6916,2,1916,12,5
6917,2,1917,239,25
6918,2,1918,13,5
6919,2,1919,18,5
6920,2,1920,139,25
6921,2,1921,46,10
6922,2,1922,66,25
6923,2,1923,5,5
6924,2,1924,9,5
6925,2,1925,18,10
6926,2,1926,285,25
6927,2,1927,17,10
6928,2,1928,177,25
6929,2,1929,111,25
6930,2,1930,124,25
6931,2,1931,15,5
6932,2,1932,56,10
6933,2,1933,15,10
6934,2,1934,178,25
6935,2,1935,40,10
6936,2,1936,271,25
6937,2,1937,192,25
6938,2,1938,38,10
6939,2,1939,30,10
6940,2,1940,63,25
6941,2,1941,15,5
6942,2,1942,54,10
6943,2,1943,5,5
6944,2,1944,14,5
6945,2,1945,293,25
6946,2,1946,40,10
6947,2,1947,53,10
6948,2,1948,9,5
6949,2,1949,257,25
6950,2,1950,60,10
6951,2,1951,170,25
6952,2,1952,47,10
6953,2,1953,36,10
6954,2,1954,214,25
6955,2,1955,259,25
6956,2,1956,55,25
6957,2,1957,14,5
6958,2,1958,5,5
6959,2,1959,147,25
6960,2,1960,152,25
6961,2,1961,47,10
6962,2,1962,22,10
6963,2,1963,297,25
6964,2,1964,30,10
6965,2,1965,228,25
6966,2,1966,153,25
6967,2,1967,187,25
6968,2,1968,236,25
6969,2,1969,23,10
6970,2,1970,49,10
6971,2,1971,248,25
6972,2,1972,56,10
6973,2,1973,165,25
6974,2,1974,46,10
6975,2,1975,139,25
6976,2,1976,261,25
6977,2,1977,16,5
6978,2,1978,48,10
6979,2,1979,199,25
6980,2,1980,57,10
6981,2,1981,22,10
6982,2,1982,284,25
6983,2,1983,47,10
6984,2,1984,86,25
6985,2,1985,9,5
6986,2,1986,17,10
6987,2,1987,250,25
6988,2,1988,19,10
6989,2,1989,52,10
6990,2,1990,178,25
6991,2,1991,47,10
6992,2,1992,11,5
6993,2,1993,12,5
6994,2,1994,211,25
6995,2,1995,45,10
6996,2,1996,98,25
6997,2,1997,17,5
6998,2,1998,33,10
6999,2,1999,124,25
7000,2,2000,39,10
7001,2,2001,15,5
7002,2,2002,108,25
7003,2,2003,89,25
7004,2,2004,9,5
7005,2,2005,182,25
7006,2,2006,44,10
7007,2,2007,44,10
7008,2,2008,19,5
7009,2,2009,239,25
7010,2,2010,24,10
7011,2,2011,49,10
7012,2,2012,208,25
7013,2,2013,22,10
7014,2,2014,39,10
7015,2,2015,262,25
7016,2,2016,60,10
7017,2,2017,5,5
7018,2,2018,192,25
7019,2,2019,104,25
7020,2,2020,251,25
7021,2,2021,6,5
7022,2,2022,52,10
7023,2,2023,50,10
7024,2,2024,236,25
7025,2,2025,14,5
7026,2,2026,263,25
7027,2,2027,17,5
7028,2,2028,8,5
7029,2,2029,145,25
7030,2,2030,162,25
7031,2,2031,24,10
7032,2,2032,49,10
7033,2,2033,20,5
7034,2,2034,146,25
7035,2,2035,257,25
7036,2,2036,291,25
7037,2,2037,17,5
7038,2,2038,39,10
7039,2,2039,16,10
7040,2,2040,47,10
7041,2,2041,178,25
7042,2,2042,216,25
7043,2,2043,154,25
7044,2,2044,43,10
7045,2,2045,65,25
7046,2,2046,145,25
7047,2,2047,242,25
7048,2,2048,17,5
7049,2,2049,208,25
7050,2,2050,232,25
7051,2,2051,13,5
7052,2,2052,15,5
7053,2,2053,53,10
7054,2,2054,34,10
7055,2,2055,219,25
7056,2,2056,86,25
7057,2,2057,17,5
7058,2,2058,171,25
7059,2,2059,202,25
7060,2,2060,161,25
7061,2,2061,150,25
7062,2,2062,224,25
7063,2,2063,257,25
7064,2,2064,202,25
7065,2,2065,24,10
7066,2,2066,11,5
7067,2,2067,131,25
7068,2,2068,31,10
7069,2,2069,171,25
7070,2,2070,26,10
7071,2,2071,20,5
7072,2,2072,8,5
7073,2,2073,247,25
7074,2,2074,216,25
7075,2,2075,122,25
7076,2,2076,48,10
7077,2,2077,237,25
7078,2,2078,212,25
7079,2,2079,85,25
7080,2,2080,44,10
7081,2,2081,35,10
7082,2,2082,142,25
7083,2,2083,25,10
7084,2,2084,60,10
7085,2,2085,36,10
7086,2,2086,6,5
7087,2,2087,24,10
7088,2,2088,33,10
7089,2,2089,20,5
7090,2,2090,44,10
7091,2,2091,55,10
7092,2,2092,258,25
7093,2,2093,234,25
7094,2,2094,117,25
7095,2,2095,13,5
7096,2,2096,17,10
7097,2,2097,33,10
7098,2,2098,46,10
7099,2,2099,54,25
7100,2,2100,272,25
7101,2,2101,252,25
7102,2,2102,202,25
7103,2,2103,214,25
7104,2,2104,34,10
7105,2,2105,20,5
7106,2,2106,45,10
7107,2,2107,56,10
7108,2,2108,6,5
7109,2,2109,248,25
7110,2,2110,24,10
7111,2,2111,211,25
7112,2,2112,16,5
7113,2,2113,110,25
7114,2,2114,282,25
7115,2,2115,135,25
7116,2,2116,39,10
7117,2,2117,155,25
7118,2,2118,208,25
7119,2,2119,220,25
7120,2,2120,17,5
7121,2,2121,31,10
7122,2,2122,124,25
7123,2,2123,57,25
7124,2,2124,59,25
7125,2,2125,121,25
7126,2,2126,23,10
7127,2,2127,42,10
7128,2,2128,37,10
7129,2,2129,36,10
7130,2,2130,17,5
7131,2,2131,148,25
7132,2,2132,296,25
7133,2,2133,51,25
7134,2,2134,11,5
7135,2,2135,35,10
7136,2,2136,31,10
7137,2,2137,48,10
7138,2,2138,289,25
7139,2,2139,256,25
7140,2,2140,17,10
7141,2,2141,226,25
7142,2,2142,18,5
7143,2,2143,219,25
7144,2,2144,229,25
7145,2,2145,109,25
7146,2,2146,176,25
7147,2,2147,278,25
7148,2,2148,42,10
7149,2,2149,26,10
7150,2,2150,30,10
7151,2,2151,59,10
7152,2,2152,14,5
7153,2,2153,13,5
7154,2,2154,27,10
7155,2,2155,7,5
7156,2,2156,93,25
7157,2,2157,29,10
7158,2,2158,237,25
7159,2,2159,10,5
7160,2,2160,15,10
7161,2,2161,30,10
7162,2,2162,240,25
7163,2,2163,19,5
7164,2,2164,19,10
7165,2,2165,57,10
7166,2,2166,87,25
7167,2,2167,6,5
7168,2,2168,29,10
7169,2,2169,141,25
7170,2,2170,256,25
7171,2,2171,44,10
7172,2,2172,8,5
7173,2,2173,105,25
7174,2,2174,110,25
7175,2,2175,51,10
7176,2,2176,18,10
7177,2,2177,64,25
7178,2,2178,96,25
7179,2,2179,158,25
7180,2,2180,206,25
7181,2,2181,159,25
7182,2,2182,27,10
7183,2,2183,51,10
7184,2,2184,86,25
7185,2,2185,90,25
7186,2,2186,56,10
7187,2,2187,39,10
7188,2,2188,177,25
7189,2,2189,6,5
7190,2,2190,9,5
7191,2,2191,220,25
7192,2,2192,53,10
7193,2,2193,251,25
7194,2,2194,84,25
7195,2,2195,59,10
7196,2,2196,195,25
7197,2,2197,60,10
7198,2,2198,60,10
7199,2,2199,15,5
7200,2,2200,7,5
7201,2,2201,27,10
7202,2,2202,6,5
7203,2,2203,38,10
7204,2,2204,56,10
7205,2,2205,25,10
7206,2,2206,54,25
7207,2,2207,42,10
7208,2,2208,33,10
7209,2,2209,41,10
7210,2,2210,25,10
7211,2,2211,30,10
7212,2,2212,38,10
7213,2,2213,45,10
7214,2,2214,89,25
7215,2,2215,240,25
7216,2,2216,39,10
7217,2,2217,299,25
7218,2,2218,174,25
7219,2,2219,53,10
7220,2,2220,29,10
7221,2,2221,54,25
7222,2,2222,95,25
7223,2,2223,278,25
7224,2,2224,20,5
7225,2,2225,38,10
7226,2,2226,49,10
7227,2,2227,31,10
7228,2,2228,78,25
7229,2,2229,148,25
7230,2,2230,36,10
7231,2,2231,89,25
7232,2,2232,125,25
7233,2,2233,21,10
7234,2,2234,242,25
7235,2,2235,52,10
7236,2,2236,232,25
7237,2,2237,97,25
7238,2,2238,211,25
7239,2,2239,38,10
7240,2,2240,17,10
7241,2,2241,205,25
7242,2,2242,24,10
7243,2,2243,78,25
7244,2,2244,27,10
7245,2,2245,20,5
7246,2,2246,7,5
7247,2,2247,12,5
7248,2,2248,17,5
7249,2,2249,31,10
7250,2,2250,153,25
7251,2,2251,48,10
7252,2,2252,53,10
7253,2,2253,171,25
7254,2,2254,8,5
7255,2,2255,111,25
7256,2,2256,126,25
7257,2,2257,21,10
7258,2,2258,197,25
7259,2,2259,206,25
7260,2,2260,11,5
7261,2,2261,16,5
7262,2,2262,159,25
7263,2,2263,6,5
7264,2,2264,56,25
7265,2,2265,147,25
7266,2,2266,219,25
7267,2,2267,246,25
7268,2,2268,22,10
7269,2,2269,7,5
7270,2,2270,21,10
7271,2,2271,48,10
7272,2,2272,55,10
7273,2,2273,19,5
7274,2,2274,55,25
7275,2,2275,33,10
7276,2,2276,77,25
7277,2,2277,53,10
7278,2,2278,31,10
7279,2,2279,11,5
7280,2,2280,43,10
7281,2,2281,142,25
7282,2,2282,18,5
7283,2,2283,43,10
7284,2,2284,48,10
7285,2,2285,35,10
7286,2,2286,28,10
7287,2,2287,179,25
7288,2,2288,42,10
7289,2,2289,250,25
7290,2,2290,91,25
7291,2,2291,9,5
7292,2,2292,32,10
7293,2,2293,33,10
7294,2,2294,261,25
7295,2,2295,251,25
7296,2,2296,23,10
7297,2,2297,173,25
7298,2,2298,39,10
7299,2,2299,55,10
7300,2,2300,46,10
7301,2,2301,229,25
7302,2,2302,119,25
7303,2,2303,293,25
7304,2,2304,29,10
7305,2,2305,5,5
7306,2,2306,89,25
7307,2,2307,6,5
7308,2,2308,28,10
7309,2,2309,18,10
7310,2,2310,95,25
7311,2,2311,75,25
7312,2,2312,288,25
7313,2,2313,17,10
7314,2,2314,15,10
7315,2,2315,72,25
7316,2,2316,16,10
7317,2,2317,13,5
7318,2,2318,144,25
7319,2,2319,168,25
7320,2,2320,133,25
7321,2,2321,14,5
7322,2,2322,57,25
7323,2,2323,230,25
7324,2,2324,132,25
7325,2,2325,15,10
7326,2,2326,47,10
7327,2,2327,249,25
7328,2,2328,23,10
7329,2,2329,6,5
7330,2,2330,18,5
7331,2,2331,44,10
7332,2,2332,45,10
7333,2,2333,264,25
7334,2,2334,51,10
7335,2,2335,130,25
7336,2,2336,263,25
7337,2,2337,199,25
7338,2,2338,179,25
7339,2,2339,150,25
7340,2,2340,271,25
7341,2,2341,294,25
7342,2,2342,170,25
7343,2,2343,46,10
7344,2,2344,56,10
7345,2,2345,163,25
7346,2,2346,42,10
7347,2,2347,53,25
7348,2,2348,154,25
7349,2,2349,39,10
7350,2,2350,227,25
7351,2,2351,276,25
7352,2,2352,72,25
7353,2,2353,294,25
7354,2,2354,112,25
7355,2,2355,30,10
7356,2,2356,31,10
7357,2,2357,25,10
7358,2,2358,11,5
7359,2,2359,148,25
7360,2,2360,279,25
7361,2,2361,296,25
7362,2,2362,109,25
7363,2,2363,276,25
7364,2,2364,191,25
7365,2,2365,25,10
7366,2,2366,136,25
7367,2,2367,32,10
7368,2,2368,16,5
7369,2,2369,241,25
7370,2,2370,205,25
7371,2,2371,18,10
7372,2,2372,6,5
7373,2,2373,22,10
7374,2,2374,130,25
7375,2,2375,58,10
7376,2,2376,55,10
7377,2,2377,174,25
7378,2,2378,37,10
7379,2,2379,19,5
7380,2,2380,25,10
7381,2,2381,185,25
7382,2,2382,25,10
7383,2,2383,190,25
7384,2,2384,213,25
7385,2,2385,14,5
7386,2,2386,51,10
7387,2,2387,99,25
7388,2,2388,15,10
7389,2,2389,18,5
7390,2,2390,108,25
7391,2,2391,26,10
7392,2,2392,53,10
7393,2,2393,14,5
7394,2,2394,97,25
7395,2,2395,249,25
7396,2,2396,15,5
7397,2,2397,162,25
7398,2,2398,60,25
7399,2,2399,236,25
7400,2,2400,25,10
7401,2,2401,18,5
7402,2,2402,52,10
7403,2,2403,212,25
7404,2,2404,133,25
7405,2,2405,73,25
7406,2,2406,281,25
7407,2,2407,78,25
7408,2,2408,28,10
7409,2,2409,59,10
7410,2,2410,10,5
7411,2,2411,291,25
7412,2,2412,44,10
7413,2,2413,35,10
7414,2,2414,6,5
7415,2,2415,45,10
7416,2,2416,115,25
7417,2,2417,41,10
7418,2,2418,30,10
7419,2,2419,192,25
7420,2,2420,43,10
7421,2,2421,109,25
7422,2,2422,37,10
7423,2,2423,59,10
7424,2,2424,176,25
7425,2,2425,57,10
7426,2,2426,47,10
7427,2,2427,16,10
7428,2,2428,38,10
7429,2,2429,202,25
7430,2,2430,14,5
7431,2,2431,218,25
7432,2,2432,149,25
7433,2,2433,36,10
7434,2,2434,56,10
7435,2,2435,42,10
7436,2,2436,127,25
7437,2,2437,46,10
7438,2,2438,7,5
7439,2,2439,91,25
7440,2,2440,11,5
7441,2,2441,184,25
7442,2,2442,51,10
7443,2,2443,205,25
7444,2,2444,161,25
7445,2,2445,50,10
7446,2,2446,5,5
7447,2,2447,50,10
7448,2,2448,28,10
7449,2,2449,225,25
7450,2,2450,168,25
7451,2,2451,187,25
7452,2,2452,124,25
7453,2,2453,222,25
7454,2,2454,146,25
7455,2,2455,273,25
7456,2,2456,36,10
7457,2,2457,12,5
7458,2,2458,52,10
7459,2,2459,21,10
7460,2,2460,16,10
7461,2,2461,19,5
7462,2,2462,32,10
7463,2,2463,42,10
7464,2,2464,14,5
7465,2,2465,38,10
7466,2,2466,50,10
7467,2,2467,28,10
7468,2,2468,22,10
7469,2,2469,265,25
7470,2,2470,82,25
7471,2,2471,19,10
7472,2,2472,117,25
7473,2,2473,60,10
7474,2,2474,18,10
7475,2,2475,44,10
7476,2,2476,22,10
7477,2,2477,47,10
7478,2,2478,21,10
7479,2,2479,153,25
7480,2,2480,192,25
7481,2,2481,48,10
7482,2,2482,133,25
7483,2,2483,8,5
7484,2,2484,39,10
7485,2,2485,52,10
7486,2,2486,123,25
7487,2,2487,217,25
7488,2,2488,73,25
7489,2,2489,38,10
7490,2,2490,198,25
7491,2,2491,50,10
7492,2,2492,16,10
7493,2,2493,147,25
7494,2,2494,115,25
7495,2,2495,5,5
7496,2,2496,32,10
7497,2,2497,31,10
