id,order_item_id,employee_id,reason,status,refund_amount,return_date
838,82294,290,Buyer Remorse,Completed,665.9,2024-12-24 15:48:52
839,82368,285,Buyer Remorse,Completed,114.06,2025-01-23 13:30:31
840,82369,233,Not as Described,Completed,96.06,2025-01-22 08:30:31
841,82494,296,Not as Described,Completed,230.28,2025-09-01 13:43:16
842,82726,213,Wrong Item,Completed,86.57,2023-12-07 21:42:45
843,82728,211,Not as Described,Completed,131.32,2023-12-05 23:42:45
844,82729,290,Size Mismatch,Approved,1499.97,2023-12-07 21:42:45
845,82817,208,Size Mismatch,Completed,114.04,2023-06-13 12:58:01
846,83092,290,Wrong Item,Approved,39.62,2025-01-11 00:37:11
847,83093,286,Defective,Completed,93.42,2025-01-09 21:37:11
848,83094,262,Not as Described,Approved,37.87,2025-01-11 22:37:11
849,83095,212,Defective,Completed,139.1,2025-01-12 00:37:11
850,83096,265,Not as Described,Completed,326.14,2025-01-11 17:37:11
851,83097,215,Defective,Completed,501.48,2025-01-08 16:37:11
852,83179,268,Defective,Completed,204.62,2023-12-06 19:28:35
853,83180,296,Not as Described,Completed,779.36,2023-12-06 14:28:35
854,83181,278,Buyer Remorse,Completed,394.59,2023-12-05 20:28:35
855,83277,250,Wrong Item,Completed,149.79,2023-10-09 17:33:51
856,83745,286,Defective,Completed,1637.4,2023-12-28 10:09:32
857,83747,244,Defective,Completed,181.94,2023-12-26 06:09:32
858,83748,245,Defective,Completed,530.21,2023-12-26 04:09:32
859,83749,203,Buyer Remorse,Completed,390.19,2023-12-29 11:09:32
860,84135,222,Not as Described,Completed,817.09,2023-07-13 11:53:49
861,84136,233,Wrong Item,Completed,415.86,2023-07-11 12:53:49
862,84764,227,Not as Described,Inspected,64.16,2023-07-24 11:09:28
863,84765,283,Defective,Completed,176.89,2023-07-21 15:09:28
864,84902,286,Size Mismatch,Completed,341.25,2023-04-20 13:34:53
865,84904,232,Not as Described,Completed,10.23,2023-04-22 10:34:53
866,84905,293,Wrong Item,Completed,81.46,2023-04-20 15:34:53
867,85098,205,Not as Described,Completed,2114.96,2024-02-08 21:59:17
868,85099,214,Size Mismatch,Completed,59.55,2024-02-10 02:59:17
869,85229,297,Size Mismatch,Completed,36.01,2025-02-12 20:33:08
870,85230,297,Not as Described,Completed,33.44,2025-02-10 16:33:08
871,85231,265,Buyer Remorse,Completed,1506.63,2025-02-13 14:33:08
872,85232,263,Wrong Item,Completed,145.98,2025-02-10 16:33:08
873,85233,261,Defective,Approved,540.06,2025-02-10 19:33:08
874,85339,225,Defective,Completed,2864.94,2025-12-05 13:29:40
875,85340,204,Wrong Item,Approved,258.36,2025-12-09 12:29:40
876,85341,243,Wrong Item,Completed,766.67,2025-12-08 17:29:40
877,85527,227,Not as Described,Completed,477.39,2023-10-03 11:26:27
878,85528,250,Size Mismatch,Completed,50.79,2023-09-29 14:26:27
879,85864,215,Defective,Completed,68.13,2026-04-07 23:46:36
880,85865,270,Wrong Item,Completed,97.65,2026-04-04 17:46:36
881,85867,236,Size Mismatch,Completed,8.19,2026-04-05 19:46:36
882,85868,286,Buyer Remorse,Approved,2954.73,2026-04-03 18:46:36
883,86065,249,Not as Described,Completed,30.47,2025-09-17 12:05:27
884,86066,209,Defective,Completed,587.32,2025-09-21 09:05:27
885,86067,266,Not as Described,Completed,40.92,2025-09-19 06:05:27
886,86092,298,Buyer Remorse,Completed,3775.08,2024-03-12 20:44:37
887,86137,206,Defective,Completed,50.56,2025-11-27 07:28:09
888,86138,229,Buyer Remorse,Completed,3113.82,2025-12-01 06:28:09
889,86139,250,Wrong Item,Completed,1532.46,2025-11-27 03:28:09
890,86140,237,Defective,Approved,270.33,2025-11-30 06:28:09
891,86398,254,Defective,Approved,191.52,2025-11-24 01:52:33
892,86400,207,Defective,Completed,11.2,2025-11-23 00:52:33
893,86401,276,Wrong Item,Inspected,790.84,2025-11-21 01:52:33
894,86402,266,Defective,Completed,2872.86,2025-11-21 08:52:33
895,86577,266,Buyer Remorse,Completed,54.76,2023-06-27 05:14:30
896,86578,269,Not as Described,Completed,74.34,2023-06-27 05:14:30
897,87343,270,Defective,Approved,166.68,2025-11-02 14:30:20
898,87362,275,Defective,Completed,167.5,2023-12-17 15:05:50
899,87489,278,Wrong Item,Inspected,2181.39,2025-12-06 21:06:42
900,88681,253,Defective,Inspected,1556.94,2026-05-13 12:38:02
901,88683,212,Buyer Remorse,Approved,612.76,2026-05-11 12:38:02
902,88684,209,Not as Described,Completed,449.25,2026-05-10 13:38:02
903,88968,258,Buyer Remorse,Approved,462.7,2024-01-03 11:12:43
904,88969,220,Not as Described,Completed,154.08,2023-12-31 11:12:43
905,89466,269,Buyer Remorse,Completed,233.28,2025-12-19 16:49:36
906,89467,258,Buyer Remorse,Approved,103.36,2025-12-17 13:49:36
907,89650,251,Wrong Item,Completed,11.85,2023-06-01 19:33:07
908,89651,290,Not as Described,Completed,589.45,2023-05-31 12:33:07
909,89652,262,Wrong Item,Completed,156.98,2023-06-03 13:33:07
910,89965,221,Defective,Completed,2077.8,2025-03-01 09:51:03
911,89966,235,Defective,Completed,275.95,2025-02-27 16:51:03
912,89967,253,Buyer Remorse,Completed,2124.93,2025-02-26 15:51:03
913,89968,203,Buyer Remorse,Completed,1807.9,2025-02-26 13:51:03
914,89969,247,Wrong Item,Approved,134.18,2025-02-26 12:51:03
915,90306,209,Wrong Item,Completed,187.92,2024-09-18 19:03:59
916,90307,212,Size Mismatch,Completed,151.26,2024-09-17 22:03:59
917,90308,200,Not as Described,Completed,114.15,2024-09-15 18:03:59
918,90309,219,Buyer Remorse,Approved,71.0,2024-09-19 14:03:59
919,90310,229,Not as Described,Completed,69.12,2024-09-17 15:03:59
920,90378,249,Wrong Item,Completed,56.33,2025-06-20 15:56:12
921,90379,214,Defective,Completed,217.96,2025-06-16 11:56:12
922,90380,278,Not as Described,Completed,635.55,2025-06-19 14:56:12
923,90633,246,Defective,Completed,211.29,2024-02-02 13:38:30
924,90634,220,Buyer Remorse,Completed,13.03,2024-02-04 17:38:30
925,90640,295,Defective,Completed,194.42,2025-12-11 13:32:38
926,90641,284,Size Mismatch,Approved,243.2,2025-12-11 16:32:38
927,90644,236,Defective,Completed,1314.03,2025-12-11 11:32:38
928,91630,213,Not as Described,Completed,2802.7,2025-12-22 05:35:28
929,91632,240,Buyer Remorse,Completed,210.0,2025-12-24 05:35:28
930,91633,235,Buyer Remorse,Completed,545.49,2025-12-24 09:35:28
931,91634,255,Not as Described,Completed,234.03,2025-12-22 05:35:28
932,91636,240,Wrong Item,Completed,128.82,2025-06-23 10:59:41
933,91639,275,Wrong Item,Completed,58.91,2025-06-21 13:59:41
934,91640,205,Not as Described,Completed,70.95,2025-06-22 12:59:41
935,91641,238,Not as Described,Completed,83.07,2025-06-23 14:59:41
936,91920,230,Not as Described,Completed,33.75,2024-07-14 15:50:10
937,91921,281,Defective,Approved,29.4,2024-07-15 15:50:10
938,91922,285,Size Mismatch,Completed,344.66,2024-07-15 15:50:10
939,91923,275,Not as Described,Approved,1161.3,2024-07-12 14:50:10
940,91924,300,Defective,Completed,160.82,2024-07-12 19:50:10
941,91925,281,Not as Described,Completed,3251.33,2024-07-13 16:50:10
942,92682,235,Size Mismatch,Completed,527.86,2025-01-01 22:03:53
943,94015,239,Buyer Remorse,Completed,354.87,2025-06-04 11:00:10
944,94016,293,Defective,Completed,54.18,2025-06-01 16:00:10
945,94017,259,Buyer Remorse,Approved,397.16,2025-06-01 12:00:10
946,94018,293,Not as Described,Completed,617.1,2025-06-04 12:00:10
947,94019,238,Size Mismatch,Completed,83.2,2025-06-02 11:00:10
948,94038,298,Buyer Remorse,Completed,1136.43,2023-11-09 19:59:43
949,94039,226,Defective,Approved,13.96,2023-11-07 22:59:43
950,94040,286,Not as Described,Completed,366.36,2023-11-11 01:59:43
951,94041,233,Not as Described,Completed,38.96,2023-11-08 22:59:43
952,94042,276,Defective,Approved,40.62,2023-11-07 22:59:43
953,94344,258,Size Mismatch,Completed,978.82,2025-01-25 20:38:43
954,94345,240,Not as Described,Completed,469.41,2025-01-25 21:38:43
955,94346,296,Not as Described,Completed,59.9,2025-01-27 01:38:43
956,94513,221,Buyer Remorse,Completed,176.4,2025-12-26 13:13:57
957,94832,262,Wrong Item,Approved,470.58,2023-06-22 13:19:44
958,94946,203,Size Mismatch,Approved,3003.44,2023-12-15 23:41:05
959,94947,214,Size Mismatch,Completed,167.5,2023-12-17 01:41:05
960,94949,205,Defective,Completed,320.32,2023-12-16 00:41:05
961,95021,268,Defective,Completed,78.63,2024-02-16 01:59:21
962,95022,259,Buyer Remorse,Completed,599.31,2024-02-12 20:59:21
963,95023,269,Wrong Item,Completed,3918.82,2024-02-12 00:59:21
964,95253,288,Wrong Item,Approved,338.9,2023-12-18 17:55:01
965,95254,217,Size Mismatch,Completed,942.66,2023-12-18 17:55:01
966,95255,275,Wrong Item,Completed,260.61,2023-12-17 23:55:01
967,95256,291,Buyer Remorse,Completed,330.15,2023-12-17 16:55:01
968,95585,216,Buyer Remorse,Completed,10.42,2024-11-08 10:14:24
969,95857,276,Not as Described,Completed,5959.32,2026-07-01 04:45:46
970,96563,268,Wrong Item,Completed,65.22,2026-06-20 09:00:29
971,96564,266,Size Mismatch,Completed,366.87,2026-06-22 08:00:29
972,96565,273,Not as Described,Completed,882.56,2026-06-20 07:00:29
973,96566,269,Not as Described,Completed,880.41,2026-06-21 08:00:29
974,96567,271,Not as Described,Completed,6.43,2026-06-21 11:00:29
975,96706,260,Buyer Remorse,Completed,38.45,2023-12-26 19:39:24
976,97863,298,Size Mismatch,Completed,1390.98,2025-05-05 17:10:25
977,97865,240,Not as Described,Completed,125.25,2025-05-07 00:10:25
978,97866,266,Defective,Completed,67.07,2025-05-04 21:10:25
979,97867,236,Not as Described,Completed,248.2,2025-05-07 18:10:25
980,97868,274,Defective,Completed,41.59,2025-05-07 18:10:25
981,98378,246,Not as Described,Completed,37.57,2024-12-30 07:48:57
982,98379,254,Not as Described,Completed,133.25,2024-12-31 10:48:57
983,98731,250,Not as Described,Completed,19.5,2025-08-16 03:39:51
984,98922,231,Not as Described,Completed,969.79,2024-06-20 05:34:10
985,98924,223,Defective,Completed,1047.59,2024-06-19 05:34:10
986,99264,248,Buyer Remorse,Completed,46.5,2023-04-03 18:03:30
987,99359,214,Not as Described,Completed,114.9,2023-12-13 16:18:08
988,99361,225,Not as Described,Approved,1206.21,2023-12-15 17:18:08
989,99363,273,Wrong Item,Completed,447.53,2023-12-15 15:18:08
990,100188,262,Defective,Completed,1006.5,2023-12-20 16:55:27
991,100189,212,Defective,Approved,3072.14,2023-12-20 20:55:27
992,100190,240,Wrong Item,Completed,459.62,2023-12-21 16:55:27
993,100191,230,Wrong Item,Completed,99.72,2023-12-21 22:55:27
994,100192,210,Size Mismatch,Completed,133.95,2023-12-21 16:55:27
995,100193,218,Size Mismatch,Completed,157.59,2023-12-18 19:55:27
996,100236,261,Buyer Remorse,Completed,283.7,2023-12-07 22:45:24
997,100237,292,Defective,Completed,1287.99,2023-12-06 05:45:24
998,100393,267,Not as Described,Completed,194.64,2026-01-04 09:56:02
999,100394,259,Buyer Remorse,Completed,61.98,2026-01-02 14:56:02
1000,100498,241,Defective,Completed,206.64,2025-12-27 07:16:30
1001,100499,230,Buyer Remorse,Completed,119.47,2025-12-30 04:16:30
1002,100500,261,Wrong Item,Completed,26.64,2025-12-27 08:16:30
1003,100501,249,Size Mismatch,Completed,2094.7,2025-12-28 08:16:30
1004,100502,284,Not as Described,Completed,115.68,2025-12-27 08:16:30
1005,101090,263,Size Mismatch,Approved,480.69,2023-06-28 15:30:10
1006,101091,253,Defective,Completed,91.06,2023-06-28 10:30:10
1007,101092,235,Not as Described,Approved,4581.46,2023-06-25 10:30:10
1008,101093,300,Size Mismatch,Inspected,102.98,2023-06-24 18:30:10
1009,101142,246,Defective,Completed,1455.07,2025-08-06 04:15:54
1010,101143,244,Not as Described,Completed,21.94,2025-08-05 10:15:54
1011,101144,217,Not as Described,Completed,4.48,2025-08-05 09:15:54
1012,101522,237,Buyer Remorse,Inspected,9.54,2023-11-26 22:03:56
1013,101523,299,Buyer Remorse,Completed,1391.66,2023-11-27 21:03:56
1014,101525,240,Buyer Remorse,Approved,1426.48,2023-11-26 18:03:56
1015,101526,277,Defective,Completed,330.93,2023-11-24 17:03:56
1016,101527,249,Buyer Remorse,Completed,30.47,2023-11-24 23:03:56
1017,101856,242,Size Mismatch,Completed,1594.86,2024-10-10 21:46:48
1018,101858,276,Wrong Item,Completed,13.81,2024-10-09 15:46:48
1019,101859,242,Defective,Completed,211.44,2024-10-11 23:46:48
1020,101860,296,Wrong Item,Inspected,151.01,2024-10-10 16:46:48
1021,101861,220,Not as Described,Completed,32.74,2024-10-07 18:46:48
1022,102865,219,Wrong Item,Approved,616.8,2026-03-12 20:42:11
1023,102866,288,Wrong Item,Completed,612.3,2026-03-09 20:42:11
1024,102867,276,Wrong Item,Completed,58.98,2026-03-12 17:42:11
1025,102868,229,Buyer Remorse,Completed,1660.86,2026-03-12 18:42:11
1026,102870,278,Not as Described,Inspected,42.38,2026-03-10 22:42:11
1027,103293,236,Defective,Completed,91.09,2024-12-12 03:33:04
1028,103295,243,Not as Described,Approved,33.96,2024-12-15 20:33:04
1029,103297,284,Not as Described,Approved,186.42,2024-12-12 23:33:04
1030,103384,273,Defective,Completed,10.24,2024-12-12 20:26:47
1031,103386,288,Defective,Completed,82.88,2024-12-12 16:26:47
1032,103387,228,Not as Described,Completed,93.61,2024-12-13 16:26:47
1033,103388,249,Not as Described,Completed,191.28,2024-12-12 20:26:47
1034,103651,251,Buyer Remorse,Completed,63.93,2024-12-23 06:28:39
1035,103652,285,Buyer Remorse,Completed,60.44,2024-12-20 07:28:39
1036,103653,290,Not as Described,Completed,54.18,2024-12-24 05:28:39
1037,103672,259,Wrong Item,Completed,220.76,2024-12-28 07:33:25
1038,103673,272,Buyer Remorse,Completed,222.98,2024-12-27 09:33:25
1039,103674,226,Defective,Completed,27.77,2024-12-27 07:33:25
1040,103675,201,Wrong Item,Completed,70.05,2024-12-29 04:33:25
1041,103948,287,Size Mismatch,Completed,241.8,2025-12-07 19:50:09
1042,103949,290,Not as Described,Approved,242.12,2025-12-07 19:50:09
1043,103950,234,Defective,Completed,161.34,2025-12-06 22:50:09
1044,103951,289,Wrong Item,Completed,52.24,2025-12-07 00:50:09
1045,103952,254,Defective,Completed,611.49,2025-12-10 20:50:09
1046,104384,237,Buyer Remorse,Completed,72.84,2025-09-01 15:58:19
1047,104385,206,Buyer Remorse,Completed,108.72,2025-08-30 08:58:19
1048,104386,230,Not as Described,Completed,3241.18,2025-09-02 12:58:19
1049,104387,266,Not as Described,Completed,272.49,2025-08-29 12:58:19
1050,104446,259,Defective,Completed,176.06,2025-12-27 11:13:31
1051,104680,283,Size Mismatch,Completed,657.28,2025-05-15 15:21:15
1052,104681,211,Wrong Item,Approved,221.82,2025-05-16 08:21:15
1053,104704,286,Size Mismatch,Completed,110.22,2026-06-27 10:00:05
1054,104705,274,Buyer Remorse,Completed,56.46,2026-06-29 05:00:05
1055,104707,204,Wrong Item,Completed,126.06,2026-06-26 07:00:05
1056,104708,233,Buyer Remorse,Approved,122.31,2026-06-25 08:00:05
1057,104709,292,Not as Described,Approved,29.39,2026-06-25 10:00:05
1058,105208,273,Not as Described,Completed,387.67,2025-12-31 15:50:52
1059,105209,254,Defective,Completed,598.03,2026-01-01 13:50:52
1060,105211,245,Size Mismatch,Completed,558.9,2026-01-03 12:50:52
1061,105213,279,Defective,Completed,636.63,2025-12-30 10:50:52
1062,105235,282,Defective,Completed,208.83,2023-12-12 18:30:36
1063,105236,227,Not as Described,Approved,332.03,2023-12-12 14:30:36
1064,105939,273,Not as Described,Completed,33.28,2023-06-27 10:16:26
1065,105940,278,Wrong Item,Completed,42.64,2023-06-24 08:16:26
1066,105941,215,Not as Described,Inspected,2498.57,2023-06-28 05:16:26
1067,105942,291,Wrong Item,Approved,207.49,2023-06-25 11:16:26
1068,105943,229,Wrong Item,Completed,46.12,2023-06-24 10:16:26
1069,106103,283,Defective,Completed,53.22,2023-05-03 15:28:07
1070,106106,238,Buyer Remorse,Approved,617.66,2023-05-02 10:28:07
1071,106107,218,Buyer Remorse,Completed,153.99,2023-04-29 15:28:07
1072,106354,262,Defective,Completed,97.1,2025-03-19 08:10:19
1073,106355,275,Defective,Inspected,42.86,2025-03-17 10:10:19
1074,106356,237,Buyer Remorse,Approved,668.1,2025-03-19 06:10:19
1075,106414,226,Wrong Item,Completed,165.98,2024-08-15 15:17:14
1076,106415,234,Size Mismatch,Completed,589.51,2024-08-15 12:17:14
1077,106416,212,Defective,Completed,1956.26,2024-08-14 13:17:14
1078,106417,242,Size Mismatch,Completed,19.26,2024-08-12 09:17:14
1079,106418,247,Not as Described,Completed,16.78,2024-08-13 15:17:14
1080,106571,245,Wrong Item,Completed,166.56,2025-10-18 02:53:08
1081,106572,214,Size Mismatch,Completed,136.98,2025-10-15 22:53:08
1082,106851,202,Size Mismatch,Completed,34.41,2024-12-07 14:53:37
1083,106853,211,Buyer Remorse,Completed,121.97,2024-12-04 16:53:37
1084,106854,247,Not as Described,Inspected,3324.99,2024-12-04 12:53:37
1085,106855,246,Defective,Approved,11.42,2024-12-07 16:53:37
1086,106856,204,Defective,Completed,1323.4,2024-12-07 12:53:37
1087,106974,296,Defective,Completed,137.88,2025-07-17 12:37:58
1088,106975,292,Size Mismatch,Completed,99.41,2025-07-17 15:37:58
1089,106976,265,Buyer Remorse,Completed,18.11,2025-07-16 12:37:58
1090,106977,281,Size Mismatch,Completed,336.23,2025-07-17 07:37:58
1091,107477,223,Wrong Item,Completed,46.98,2024-10-21 03:42:25
1092,107478,299,Not as Described,Completed,97.32,2024-10-23 00:42:25
1093,107479,285,Size Mismatch,Completed,55.52,2024-10-20 01:42:25
1094,107481,245,Buyer Remorse,Inspected,4411.56,2024-10-23 01:42:25
1095,107801,202,Size Mismatch,Completed,74.23,2024-12-01 23:26:10
1096,107802,231,Buyer Remorse,Completed,478.47,2024-12-01 20:26:10
1097,107803,239,Buyer Remorse,Completed,323.49,2024-11-28 02:26:10
1098,107946,256,Size Mismatch,Approved,320.44,2025-08-05 13:59:01
1099,107947,267,Wrong Item,Completed,23.94,2025-08-09 18:59:01
1100,107948,249,Wrong Item,Completed,519.62,2025-08-05 13:59:01
1101,108560,247,Not as Described,Completed,188.18,2023-01-11 10:20:29
1102,108561,232,Wrong Item,Completed,1478.92,2023-01-08 15:20:29
1103,108562,252,Buyer Remorse,Completed,43.84,2023-01-08 10:20:29
1104,108564,232,Wrong Item,Completed,238.95,2023-01-12 09:20:29
1105,109389,248,Wrong Item,Approved,130.07,2024-06-09 15:04:33
1106,109391,287,Size Mismatch,Approved,629.82,2024-06-10 16:04:33
1107,109392,229,Defective,Completed,2418.34,2024-06-10 16:04:33
1108,109588,249,Not as Described,Completed,49.07,2025-08-20 09:53:51
1109,110015,267,Size Mismatch,Completed,29.95,2026-06-21 22:18:02
1110,110018,300,Buyer Remorse,Approved,1365.36,2026-06-23 21:18:02
1111,110019,211,Size Mismatch,Completed,285.74,2026-06-20 23:18:02
1112,110193,268,Size Mismatch,Completed,595.57,2025-07-10 18:57:29
1113,110194,271,Defective,Completed,15.27,2025-07-10 18:57:29
1114,110252,238,Buyer Remorse,Completed,471.82,2024-12-18 06:17:11
1115,110254,292,Wrong Item,Completed,2718.08,2024-12-18 07:17:11
1116,110255,225,Wrong Item,Completed,91.41,2024-12-21 08:17:11
1117,110256,267,Not as Described,Completed,401.71,2024-12-19 13:17:11
1118,110833,235,Size Mismatch,Completed,2941.04,2024-02-29 09:07:19
1119,110834,207,Size Mismatch,Completed,1360.53,2024-03-01 12:07:19
1120,110835,274,Size Mismatch,Completed,2692.72,2024-03-03 13:07:19
1121,111051,299,Buyer Remorse,Completed,173.14,2023-11-05 08:15:48
1122,111052,289,Not as Described,Completed,20.04,2023-11-02 10:15:48
1123,111053,224,Wrong Item,Completed,93.92,2023-11-01 10:15:48
1124,111241,244,Size Mismatch,Completed,83.95,2025-05-04 09:46:13
1125,111243,237,Size Mismatch,Completed,2087.73,2025-05-04 12:46:13
1126,112052,221,Not as Described,Completed,75.22,2026-04-24 12:04:57
1127,112053,217,Defective,Completed,1102.74,2026-04-25 13:04:57
1128,113547,219,Buyer Remorse,Completed,768.14,2025-09-29 19:32:06
1129,113549,276,Buyer Remorse,Completed,453.9,2025-09-30 15:32:06
1130,113550,257,Not as Described,Completed,220.62,2025-09-27 22:32:06
1131,113551,240,Wrong Item,Inspected,97.5,2025-09-30 22:32:06
1132,113552,268,Not as Described,Completed,458.39,2025-09-30 19:32:06
1133,113812,280,Wrong Item,Completed,122.12,2025-12-03 17:17:45
1134,113813,264,Wrong Item,Completed,48.13,2025-12-01 19:17:45
1135,113814,293,Defective,Completed,41.76,2025-12-03 17:17:45
1136,113980,248,Not as Described,Completed,562.4,2025-12-10 14:32:21
1137,113981,294,Buyer Remorse,Completed,1056.17,2025-12-10 21:32:21
1138,114539,282,Wrong Item,Completed,13.75,2024-12-14 21:41:36
1139,114540,260,Defective,Completed,264.93,2024-12-11 14:41:36
1140,114541,202,Not as Described,Completed,302.4,2024-12-12 18:41:36
1141,114596,253,Defective,Completed,394.49,2025-05-11 10:17:30
1142,114597,218,Buyer Remorse,Approved,87.42,2025-05-12 07:17:30
1143,114598,293,Size Mismatch,Completed,41.24,2025-05-12 06:17:30
1144,114599,278,Defective,Completed,121.51,2025-05-11 10:17:30
1145,114637,250,Size Mismatch,Completed,48.58,2024-03-25 17:37:33
1146,114638,244,Size Mismatch,Completed,71.67,2024-03-28 17:37:33
1147,114639,266,Buyer Remorse,Approved,874.74,2024-03-27 12:37:33
1148,114640,278,Buyer Remorse,Completed,191.11,2024-03-28 17:37:33
1149,114641,238,Buyer Remorse,Completed,71.18,2024-03-25 18:37:33
1150,114642,239,Wrong Item,Completed,225.68,2024-03-25 16:37:33
1151,115182,205,Size Mismatch,Completed,140.16,2023-05-02 12:11:18
1152,115186,271,Size Mismatch,Completed,103.14,2023-05-01 11:11:18
1153,115193,261,Buyer Remorse,Approved,38.38,2024-12-29 12:57:57
1154,115194,297,Size Mismatch,Completed,108.79,2024-12-28 18:57:57
1155,115195,238,Defective,Completed,916.82,2024-12-31 16:57:57
1156,115196,238,Buyer Remorse,Inspected,155.54,2024-12-27 15:57:57
1157,115198,224,Not as Described,Completed,59.54,2024-12-28 12:57:57
1158,115336,221,Not as Described,Completed,1088.0,2024-01-01 15:59:18
1159,115337,252,Not as Described,Completed,278.73,2024-01-01 14:59:18
1160,115338,285,Not as Described,Completed,374.14,2024-01-02 18:59:18
1161,115339,256,Size Mismatch,Approved,20.06,2023-12-30 14:59:18
1162,115340,233,Wrong Item,Approved,218.93,2024-01-01 16:59:18
1163,115717,258,Wrong Item,Completed,379.56,2025-06-10 14:07:17
1164,115718,254,Defective,Completed,39.33,2025-06-12 10:07:17
1165,115922,257,Size Mismatch,Completed,331.43,2026-03-24 12:54:17
1166,115923,293,Wrong Item,Completed,146.04,2026-03-23 12:54:17
1167,115924,212,Buyer Remorse,Approved,397.54,2026-03-23 16:54:17
1168,116676,279,Size Mismatch,Completed,66.23,2023-03-29 13:15:20
1169,116677,223,Not as Described,Completed,42.67,2023-03-27 08:15:20
1170,116731,230,Wrong Item,Completed,346.89,2025-07-07 22:22:49
1171,116732,226,Size Mismatch,Completed,78.19,2025-07-07 19:22:49
1172,117401,248,Defective,Completed,166.71,2024-01-17 14:46:39
1173,117402,241,Size Mismatch,Completed,165.88,2024-01-17 09:46:39
1174,117596,274,Size Mismatch,Approved,1842.82,2023-04-18 13:17:44
1175,117597,245,Wrong Item,Approved,439.0,2023-04-19 07:17:44
1176,117772,225,Size Mismatch,Completed,126.81,2024-08-13 17:51:49
1177,117774,210,Size Mismatch,Completed,71.74,2024-08-13 13:51:49
1178,117775,251,Not as Described,Completed,70.28,2024-08-12 20:51:49
1179,117862,266,Defective,Completed,852.12,2024-12-21 22:52:04
1180,118168,219,Buyer Remorse,Approved,190.35,2023-04-18 09:13:50
1181,118335,299,Buyer Remorse,Completed,133.82,2024-03-29 01:08:03
1182,118336,234,Defective,Completed,73.36,2024-03-30 21:08:03
1183,120218,265,Not as Described,Completed,3183.19,2025-06-15 04:21:14
1184,120219,240,Wrong Item,Completed,89.49,2025-06-14 06:21:14
1185,120220,296,Wrong Item,Completed,5.75,2025-06-16 11:21:14
1186,120221,289,Size Mismatch,Completed,103.49,2025-06-17 09:21:14
1187,120222,278,Size Mismatch,Completed,293.86,2025-06-14 11:21:14
1188,120509,290,Size Mismatch,Completed,175.07,2026-05-15 16:58:04
1189,120648,265,Size Mismatch,Completed,85.7,2025-02-21 16:15:04
1190,120650,283,Size Mismatch,Inspected,69.58,2025-02-23 12:15:04
1191,120651,293,Defective,Completed,60.48,2025-02-23 15:15:04
1192,120652,247,Defective,Completed,1102.74,2025-02-24 12:15:04
1193,121847,295,Size Mismatch,Completed,21.24,2024-06-21 13:50:28
1194,121848,247,Defective,Approved,116.93,2024-06-20 06:50:28
1195,121849,232,Buyer Remorse,Completed,230.62,2024-06-24 06:50:28
1196,122096,258,Buyer Remorse,Completed,2667.54,2025-10-03 17:11:54
1197,122097,240,Wrong Item,Approved,1695.21,2025-10-01 19:11:54
1198,122098,253,Defective,Completed,202.18,2025-10-01 19:11:54
1199,122099,270,Buyer Remorse,Completed,42.86,2025-10-04 19:11:54
1200,122187,210,Defective,Completed,189.54,2025-07-18 14:53:13
1201,122188,263,Wrong Item,Completed,658.57,2025-07-18 13:53:13
1202,122189,232,Defective,Completed,172.59,2025-07-15 15:53:13
1203,122190,252,Buyer Remorse,Completed,13.19,2025-07-16 18:53:13
1204,122191,299,Defective,Completed,13.38,2025-07-18 12:53:13
1205,122552,230,Buyer Remorse,Inspected,523.74,2025-02-24 13:31:30
1206,122553,295,Buyer Remorse,Completed,203.91,2025-02-27 16:31:30
1207,122555,254,Size Mismatch,Completed,350.82,2025-02-24 11:31:30
1208,122668,202,Size Mismatch,Inspected,19.29,2026-06-03 19:35:19
1209,122669,290,Buyer Remorse,Completed,320.46,2026-06-02 22:35:19
1210,122670,268,Defective,Completed,1259.88,2026-06-01 18:35:19
1211,122733,249,Not as Described,Completed,34.1,2023-09-17 10:34:14
1212,122734,215,Size Mismatch,Completed,18.29,2023-09-15 09:34:14
1213,122735,260,Buyer Remorse,Inspected,81.67,2023-09-15 11:34:14
1214,122736,227,Size Mismatch,Completed,39.46,2023-09-15 10:34:14
1215,122737,262,Defective,Completed,813.28,2023-09-16 11:34:14
1216,122738,283,Not as Described,Completed,962.19,2023-09-15 07:34:14
1217,122974,291,Wrong Item,Completed,76.85,2024-09-21 17:52:06
1218,122976,229,Wrong Item,Approved,337.44,2024-09-23 16:52:06
1219,122977,235,Wrong Item,Completed,1956.43,2024-09-24 21:52:06
1220,123161,203,Buyer Remorse,Completed,89.61,2024-10-08 19:08:18
1221,123162,283,Buyer Remorse,Completed,19.59,2024-10-07 18:08:18
1222,123164,277,Size Mismatch,Completed,61.66,2024-10-05 20:08:18
1223,123165,258,Size Mismatch,Completed,484.98,2024-10-09 22:08:18
1224,123166,275,Buyer Remorse,Completed,16.15,2024-10-08 20:08:18
1225,123252,281,Size Mismatch,Completed,1597.34,2025-11-04 17:40:41
1226,123394,208,Defective,Completed,132.75,2024-07-24 13:09:49
1227,123661,269,Size Mismatch,Approved,145.19,2025-12-05 02:52:53
1228,123709,213,Buyer Remorse,Completed,102.53,2023-12-30 09:22:21
1229,123710,237,Buyer Remorse,Completed,179.98,2023-12-30 13:22:21
1230,124524,300,Defective,Completed,195.86,2025-10-06 13:59:46
