id,stock_id,movement_type,quantity,reference_id,movement_date
3829,3829,INBOUND,80,86,2023-07-22 11:07:04
3830,3830,INBOUND,11,82,2023-08-14 11:07:04
3831,3831,INBOUND,55,84,2023-08-15 11:07:04
3832,3832,INBOUND,9,10,2023-08-04 11:07:04
3833,3833,INBOUND,176,33,2023-08-13 11:07:04
3834,3834,INBOUND,272,74,2023-07-30 11:07:04
3835,3835,INBOUND,16,87,2023-08-13 11:07:04
3836,3836,INBOUND,51,91,2023-08-14 11:07:04
3837,3837,INBOUND,264,69,2023-08-13 11:07:04
3838,3838,INBOUND,48,90,2023-08-12 11:07:04
3839,3839,INBOUND,135,49,2023-08-08 11:07:04
3840,3840,INBOUND,60,62,2023-08-14 11:07:04
3841,3841,INBOUND,194,38,2023-07-17 11:07:04
3842,3842,INBOUND,7,61,2023-07-27 11:07:04
3843,3843,INBOUND,11,52,2023-08-14 11:07:04
3844,3844,INBOUND,45,85,2023-08-02 11:07:04
3845,3845,INBOUND,13,53,2023-07-16 11:07:04
3846,3846,INBOUND,73,80,2023-07-21 11:07:04
3847,3847,INBOUND,133,22,2023-07-19 11:07:04
3848,3848,INBOUND,17,52,2023-08-08 11:07:04
3849,3849,INBOUND,27,48,2023-07-30 11:07:04
3850,3850,INBOUND,252,35,2023-08-13 11:07:04
3851,3851,INBOUND,288,10,2023-08-08 11:07:04
3852,3852,INBOUND,19,42,2023-07-31 11:07:04
3853,3853,INBOUND,5,79,2023-08-07 11:07:04
3854,3854,INBOUND,128,68,2023-08-15 11:07:04
3855,3855,INBOUND,182,25,2023-07-25 11:07:04
3856,3856,INBOUND,47,59,2023-07-24 11:07:04
3857,3857,INBOUND,295,31,2023-08-02 11:07:04
3858,3858,INBOUND,169,60,2023-08-08 11:07:04
3859,3859,INBOUND,20,24,2023-07-16 11:07:04
3860,3860,INBOUND,50,69,2023-07-17 11:07:04
3861,3861,INBOUND,104,64,2023-08-04 11:07:04
3862,3862,INBOUND,10,63,2023-08-10 11:07:04
3863,3863,INBOUND,16,42,2023-08-10 11:07:04
3864,3864,INBOUND,202,76,2023-07-25 11:07:04
3865,3865,INBOUND,52,69,2023-08-08 11:07:04
3866,3866,INBOUND,21,98,2023-07-31 11:07:04
3867,3867,INBOUND,49,97,2023-08-10 11:07:04
3868,3868,INBOUND,246,81,2023-08-03 11:07:04
3869,3869,INBOUND,13,76,2023-07-19 11:07:04
3870,3870,INBOUND,22,64,2023-08-09 11:07:04
3871,3871,INBOUND,20,76,2023-07-28 11:07:04
3872,3872,INBOUND,236,96,2023-07-30 11:07:04
3873,3873,INBOUND,36,92,2023-07-27 11:07:04
3874,3874,INBOUND,299,95,2023-08-11 11:07:04
3875,3875,INBOUND,40,94,2023-07-23 11:07:04
3876,3876,INBOUND,220,63,2023-08-12 11:07:04
3877,3877,INBOUND,266,31,2023-07-31 11:07:04
3878,3878,INBOUND,10,83,2023-08-11 11:07:04
3879,3879,INBOUND,18,44,2023-08-07 11:07:04
3880,3880,INBOUND,226,97,2023-08-03 11:07:04
3881,3881,INBOUND,293,36,2023-08-04 11:07:04
3882,3882,INBOUND,13,58,2023-08-14 11:07:04
3883,3883,INBOUND,37,31,2023-08-11 11:07:04
3884,3884,INBOUND,11,14,2023-07-21 11:07:04
3885,3885,INBOUND,28,43,2023-08-11 11:07:04
3886,3886,INBOUND,163,99,2023-07-22 11:07:04
3887,3887,INBOUND,180,45,2023-08-09 11:07:04
3888,3888,INBOUND,20,45,2023-08-09 11:07:04
3889,3889,INBOUND,19,65,2023-08-07 11:07:04
3890,3890,INBOUND,53,64,2023-07-29 11:07:04
3891,3891,INBOUND,6,56,2023-08-04 11:07:04
3892,3892,INBOUND,150,63,2023-07-25 11:07:04
3893,3893,INBOUND,268,11,2023-07-16 11:07:04
3894,3894,INBOUND,14,17,2023-08-01 11:07:04
3895,3895,INBOUND,16,32,2023-08-09 11:07:04
3896,3896,INBOUND,20,44,2023-07-22 11:07:04
3897,3897,INBOUND,134,23,2023-07-17 11:07:04
3898,3898,INBOUND,50,94,2023-08-14 11:07:04
3899,3899,INBOUND,5,57,2023-08-11 11:07:04
3900,3900,INBOUND,35,11,2023-08-15 11:07:04
3901,3901,INBOUND,21,16,2023-07-22 11:07:04
3902,3902,INBOUND,37,58,2023-07-29 11:07:04
3903,3903,INBOUND,244,35,2023-07-19 11:07:04
3904,3904,INBOUND,137,91,2023-07-23 11:07:04
3905,3905,INBOUND,16,43,2023-08-10 11:07:04
3906,3906,INBOUND,84,57,2023-08-04 11:07:04
3907,3907,INBOUND,50,79,2023-08-06 11:07:04
3908,3908,INBOUND,60,42,2023-08-06 11:07:04
3909,3909,INBOUND,78,73,2023-07-25 11:07:04
3910,3910,INBOUND,39,46,2023-07-24 11:07:04
3911,3911,INBOUND,111,94,2023-08-02 11:07:04
3912,3912,INBOUND,268,38,2023-07-27 11:07:04
3913,3913,INBOUND,236,53,2023-08-12 11:07:04
3914,3914,INBOUND,16,58,2023-07-22 11:07:04
3915,3915,INBOUND,52,11,2023-07-17 11:07:04
3916,3916,INBOUND,112,17,2023-08-07 11:07:04
3917,3917,INBOUND,61,74,2023-07-17 11:07:04
3918,3918,INBOUND,218,86,2023-08-12 11:07:04
3919,3919,INBOUND,185,26,2023-07-31 11:07:04
3920,3920,INBOUND,273,19,2023-07-28 11:07:04
3921,3921,INBOUND,132,39,2023-08-12 11:07:04
3922,3922,INBOUND,25,42,2023-07-22 11:07:04
3923,3923,INBOUND,21,56,2023-07-29 11:07:04
3924,3924,INBOUND,204,20,2023-08-13 11:07:04
3925,3925,INBOUND,30,70,2023-07-27 11:07:04
3926,3926,INBOUND,17,92,2023-08-04 11:07:04
3927,3927,INBOUND,11,46,2023-07-22 11:07:04
3928,3928,INBOUND,28,16,2023-07-20 11:07:04
3929,3929,INBOUND,53,10,2023-08-03 11:07:04
3930,3930,INBOUND,57,91,2023-08-11 11:07:04
3931,3931,INBOUND,19,23,2023-07-29 11:07:04
3932,3932,INBOUND,136,46,2023-07-28 11:07:04
3933,3933,INBOUND,202,60,2023-07-21 11:07:04
3934,3934,INBOUND,247,68,2023-08-03 11:07:04
3935,3935,INBOUND,55,77,2023-08-11 11:07:04
3936,3936,INBOUND,7,23,2023-08-07 11:07:04
3937,3937,INBOUND,56,64,2023-07-17 11:07:04
3938,3938,INBOUND,5,53,2023-07-25 11:07:04
3939,3939,INBOUND,53,81,2023-07-17 11:07:04
3940,3940,INBOUND,15,92,2023-08-04 11:07:04
3941,3941,INBOUND,19,67,2023-07-24 11:07:04
3942,3942,INBOUND,39,54,2023-08-15 11:07:04
3943,3943,INBOUND,19,75,2023-07-19 11:07:04
3944,3944,INBOUND,28,84,2023-07-24 11:07:04
3945,3945,INBOUND,232,74,2023-07-21 11:07:04
3946,3946,INBOUND,23,42,2023-08-10 11:07:04
3947,3947,INBOUND,251,72,2023-08-05 11:07:04
3948,3948,INBOUND,38,65,2023-08-10 11:07:04
3949,3949,INBOUND,20,19,2023-08-01 11:07:04
3950,3950,INBOUND,59,23,2023-08-07 11:07:04
3951,3951,INBOUND,46,83,2023-07-30 11:07:04
3952,3952,INBOUND,225,28,2023-07-30 11:07:04
3953,3953,INBOUND,7,69,2023-08-06 11:07:04
3954,3954,INBOUND,13,74,2023-07-21 11:07:04
3955,3955,INBOUND,10,62,2023-08-13 11:07:04
3956,3956,INBOUND,43,44,2023-07-25 11:07:04
3957,3957,INBOUND,5,30,2023-08-06 11:07:04
3958,3958,INBOUND,8,33,2023-07-17 11:07:04
3959,3959,INBOUND,135,10,2023-07-28 11:07:04
3960,3960,INBOUND,153,43,2023-08-06 11:07:04
3961,3961,INBOUND,120,32,2023-08-07 11:07:04
3962,3962,INBOUND,37,99,2023-07-31 11:07:04
3963,3963,INBOUND,23,51,2023-07-28 11:07:04
3964,3964,INBOUND,297,74,2023-08-14 11:07:04
3965,3965,INBOUND,26,65,2023-07-24 11:07:04
3966,3966,INBOUND,54,16,2023-07-16 11:07:04
3967,3967,INBOUND,20,58,2023-08-08 11:07:04
3968,3968,INBOUND,5,88,2023-08-12 11:07:04
3969,3969,INBOUND,8,25,2023-07-17 11:07:04
3970,3970,INBOUND,160,25,2023-07-25 11:07:04
3971,3971,INBOUND,36,72,2023-08-09 11:07:04
3972,3972,INBOUND,154,14,2023-08-07 11:07:04
3973,3973,INBOUND,60,92,2023-08-10 11:07:04
3974,3974,INBOUND,206,43,2023-07-18 11:07:04
3975,3975,INBOUND,52,70,2023-08-11 11:07:04
3976,3976,INBOUND,40,59,2023-07-16 11:07:04
3977,3977,INBOUND,256,14,2023-07-21 11:07:04
3978,3978,INBOUND,31,50,2023-07-29 11:07:04
3979,3979,INBOUND,19,72,2023-07-31 11:07:04
3980,3980,INBOUND,9,26,2023-07-22 11:07:04
3981,3981,INBOUND,166,10,2023-08-15 11:07:04
3982,3982,INBOUND,13,52,2023-07-23 11:07:04
3983,3983,INBOUND,43,59,2023-08-07 11:07:04
3984,3984,INBOUND,43,14,2023-07-31 11:07:04
3985,3985,INBOUND,50,49,2023-07-19 11:07:04
3986,3986,INBOUND,285,91,2023-07-26 11:07:04
3987,3987,INBOUND,39,32,2023-08-15 11:07:04
3988,3988,INBOUND,51,70,2023-08-07 11:07:04
3989,3989,INBOUND,97,46,2023-07-25 11:07:04
3990,3990,INBOUND,257,82,2023-08-08 11:07:04
3991,3991,INBOUND,35,33,2023-07-19 11:07:04
3992,3992,INBOUND,21,74,2023-08-06 11:07:04
3993,3993,INBOUND,21,92,2023-07-30 11:07:04
3994,3994,INBOUND,232,89,2023-08-05 11:07:04
3995,3995,INBOUND,251,99,2023-07-20 11:07:04
3996,3996,INBOUND,55,100,2023-08-12 11:07:04
3997,3997,INBOUND,50,97,2023-07-29 11:07:04
3998,3998,INBOUND,137,43,2023-08-12 11:07:04
3999,3999,INBOUND,45,82,2023-08-12 11:07:04
4000,4000,INBOUND,29,29,2023-07-30 11:07:04
4001,4001,INBOUND,5,72,2023-08-08 11:07:04
4002,4002,INBOUND,36,46,2023-08-07 11:07:04
4003,4003,INBOUND,293,27,2023-08-13 11:07:04
4004,4004,INBOUND,269,74,2023-08-03 11:07:04
4005,4005,INBOUND,18,63,2023-07-16 11:07:04
4006,4006,INBOUND,58,34,2023-08-01 11:07:04
4007,4007,INBOUND,16,74,2023-07-25 11:07:04
4008,4008,INBOUND,13,11,2023-08-03 11:07:04
4009,4009,INBOUND,65,14,2023-07-21 11:07:04
4010,4010,INBOUND,73,88,2023-08-12 11:07:04
4011,4011,INBOUND,284,68,2023-07-23 11:07:04
4012,4012,INBOUND,48,60,2023-08-08 11:07:04
4013,4013,INBOUND,100,56,2023-07-30 11:07:04
4014,4014,INBOUND,12,78,2023-07-23 11:07:04
4015,4015,INBOUND,7,31,2023-07-18 11:07:04
4016,4016,INBOUND,5,22,2023-07-29 11:07:04
4017,4017,INBOUND,15,31,2023-08-08 11:07:04
4018,4018,INBOUND,37,99,2023-08-04 11:07:04
4019,4019,INBOUND,40,61,2023-07-24 11:07:04
4020,4020,INBOUND,148,92,2023-07-17 11:07:04
4021,4021,INBOUND,264,34,2023-08-10 11:07:04
4022,4022,INBOUND,228,26,2023-08-05 11:07:04
4023,4023,INBOUND,22,99,2023-08-05 11:07:04
4024,4024,INBOUND,17,70,2023-08-12 11:07:04
4025,4025,INBOUND,18,39,2023-08-15 11:07:04
4026,4026,INBOUND,5,22,2023-08-07 11:07:04
4027,4027,INBOUND,10,25,2023-08-09 11:07:04
4028,4028,INBOUND,299,31,2023-08-02 11:07:04
4029,4029,INBOUND,261,32,2023-07-20 11:07:04
4030,4030,INBOUND,33,76,2023-07-27 11:07:04
4031,4031,INBOUND,27,31,2023-07-18 11:07:04
4032,4032,INBOUND,18,41,2023-07-29 11:07:04
4033,4033,INBOUND,14,74,2023-07-17 11:07:04
4034,4034,INBOUND,31,40,2023-07-30 11:07:04
4035,4035,INBOUND,59,70,2023-08-13 11:07:04
4036,4036,INBOUND,300,39,2023-07-28 11:07:04
4037,4037,INBOUND,11,52,2023-08-02 11:07:04
4038,4038,INBOUND,10,76,2023-08-04 11:07:04
4039,4039,INBOUND,161,83,2023-07-26 11:07:04
4040,4040,INBOUND,28,40,2023-07-26 11:07:04
4041,4041,INBOUND,19,63,2023-07-31 11:07:04
4042,4042,INBOUND,276,37,2023-07-29 11:07:04
4043,4043,INBOUND,15,97,2023-08-04 11:07:04
4044,4044,INBOUND,16,92,2023-08-13 11:07:04
4045,4045,INBOUND,206,33,2023-07-27 11:07:04
4046,4046,INBOUND,97,26,2023-07-18 11:07:04
4047,4047,INBOUND,150,65,2023-07-31 11:07:04
4048,4048,INBOUND,7,84,2023-07-17 11:07:04
4049,4049,INBOUND,281,60,2023-07-31 11:07:04
4050,4050,INBOUND,235,54,2023-08-13 11:07:04
4051,4051,INBOUND,82,23,2023-07-31 11:07:04
4052,4052,INBOUND,192,67,2023-08-09 11:07:04
4053,4053,INBOUND,15,55,2023-07-27 11:07:04
4054,4054,INBOUND,42,96,2023-08-15 11:07:04
4055,4055,INBOUND,28,18,2023-07-30 11:07:04
4056,4056,INBOUND,92,66,2023-07-27 11:07:04
4057,4057,INBOUND,275,25,2023-07-31 11:07:04
4058,4058,INBOUND,92,47,2023-07-19 11:07:04
4059,4059,INBOUND,7,79,2023-07-30 11:07:04
4060,4060,INBOUND,21,91,2023-08-11 11:07:04
4061,4061,INBOUND,26,100,2023-08-15 11:07:04
4062,4062,INBOUND,52,73,2023-07-27 11:07:04
4063,4063,INBOUND,94,60,2023-07-21 11:07:04
4064,4064,INBOUND,21,94,2023-08-06 11:07:04
4065,4065,INBOUND,220,31,2023-07-30 11:07:04
4066,4066,INBOUND,119,75,2023-07-29 11:07:04
4067,4067,INBOUND,76,52,2023-08-08 11:07:04
4068,4068,INBOUND,56,85,2023-07-18 11:07:04
4069,4069,INBOUND,152,82,2023-08-01 11:07:04
4070,4070,INBOUND,40,88,2023-07-19 11:07:04
4071,4071,INBOUND,160,19,2023-07-28 11:07:04
4072,4072,INBOUND,13,13,2023-07-16 11:07:04
4073,4073,INBOUND,7,51,2023-07-29 11:07:04
4074,4074,INBOUND,218,79,2023-07-24 11:07:04
4075,4075,INBOUND,16,42,2023-08-15 11:07:04
4076,4076,INBOUND,60,41,2023-08-05 11:07:04
4077,4077,INBOUND,49,52,2023-07-25 11:07:04
4078,4078,INBOUND,195,52,2023-08-09 11:07:04
4079,4079,INBOUND,219,78,2023-08-13 11:07:04
4080,4080,INBOUND,265,65,2023-07-23 11:07:04
4081,4081,INBOUND,24,62,2023-07-16 11:07:04
4082,4082,INBOUND,197,24,2023-08-10 11:07:04
4083,4083,INBOUND,33,46,2023-08-15 11:07:04
4084,4084,INBOUND,202,43,2023-07-23 11:07:04
4085,4085,INBOUND,6,19,2023-07-16 11:07:04
4086,4086,INBOUND,121,89,2023-07-24 11:07:04
4087,4087,INBOUND,168,43,2023-07-16 11:07:04
4088,4088,INBOUND,157,87,2023-08-11 11:07:04
4089,4089,INBOUND,39,24,2023-08-08 11:07:04
4090,4090,INBOUND,294,98,2023-07-30 11:07:04
4091,4091,INBOUND,178,89,2023-08-14 11:07:04
4092,4092,INBOUND,263,74,2023-08-07 11:07:04
4093,4093,INBOUND,54,65,2023-07-28 11:07:04
4094,4094,INBOUND,287,91,2023-07-28 11:07:04
4095,4095,INBOUND,5,66,2023-07-20 11:07:04
4096,4096,INBOUND,274,49,2023-07-23 11:07:04
4097,4097,INBOUND,299,13,2023-08-01 11:07:04
4098,4098,INBOUND,33,11,2023-08-05 11:07:04
4099,4099,INBOUND,55,10,2023-08-10 11:07:04
4100,4100,INBOUND,17,63,2023-08-09 11:07:04
4101,4101,INBOUND,58,45,2023-07-25 11:07:04
4102,4102,INBOUND,14,37,2023-07-21 11:07:04
4103,4103,INBOUND,181,81,2023-08-09 11:07:04
4104,4104,INBOUND,178,12,2023-07-30 11:07:04
4105,4105,INBOUND,54,33,2023-07-26 11:07:04
4106,4106,INBOUND,138,71,2023-07-17 11:07:04
4107,4107,INBOUND,144,62,2023-07-23 11:07:04
4108,4108,INBOUND,23,94,2023-08-15 11:07:04
4109,4109,INBOUND,12,17,2023-08-14 11:07:04
4110,4110,INBOUND,172,19,2023-07-17 11:07:04
4111,4111,INBOUND,24,15,2023-07-19 11:07:04
4112,4112,INBOUND,101,94,2023-07-24 11:07:04
4113,4113,INBOUND,68,30,2023-07-24 11:07:04
4114,4114,INBOUND,41,77,2023-07-28 11:07:04
4115,4115,INBOUND,53,50,2023-08-14 11:07:04
4116,4116,INBOUND,26,91,2023-08-02 11:07:04
4117,4117,INBOUND,17,90,2023-08-06 11:07:04
4118,4118,INBOUND,261,16,2023-07-25 11:07:04
4119,4119,INBOUND,36,57,2023-08-05 11:07:04
4120,4120,INBOUND,97,14,2023-08-01 11:07:04
4121,4121,INBOUND,60,34,2023-08-03 11:07:04
4122,4122,INBOUND,13,31,2023-08-05 11:07:04
4123,4123,INBOUND,12,94,2023-07-21 11:07:04
4124,4124,INBOUND,55,57,2023-07-24 11:07:04
4125,4125,INBOUND,245,86,2023-07-20 11:07:04
4126,4126,INBOUND,19,61,2023-07-30 11:07:04
4127,4127,INBOUND,21,31,2023-08-04 11:07:04
4128,4128,INBOUND,25,62,2023-08-01 11:07:04
4129,4129,INBOUND,291,31,2023-07-25 11:07:04
4130,4130,INBOUND,271,44,2023-08-05 11:07:04
4131,4131,INBOUND,28,12,2023-08-04 11:07:04
4132,4132,INBOUND,12,30,2023-07-29 11:07:04
4133,4133,INBOUND,56,37,2023-07-24 11:07:04
4134,4134,INBOUND,80,63,2023-07-16 11:07:04
4135,4135,INBOUND,15,52,2023-08-09 11:07:04
4136,4136,INBOUND,41,13,2023-08-01 11:07:04
4137,4137,INBOUND,54,18,2023-08-02 11:07:04
4138,4138,INBOUND,43,54,2023-08-06 11:07:04
4139,4139,INBOUND,71,44,2023-08-13 11:07:04
4140,4140,INBOUND,6,39,2023-07-23 11:07:04
4141,4141,INBOUND,101,22,2023-07-24 11:07:04
4142,4142,INBOUND,51,31,2023-08-10 11:07:04
4143,4143,INBOUND,234,90,2023-08-06 11:07:04
4144,4144,INBOUND,279,52,2023-08-04 11:07:04
4145,4145,INBOUND,41,70,2023-07-18 11:07:04
4146,4146,INBOUND,123,48,2023-07-21 11:07:04
4147,4147,INBOUND,133,17,2023-08-03 11:07:04
4148,4148,INBOUND,80,78,2023-08-02 11:07:04
4149,4149,INBOUND,35,64,2023-07-19 11:07:04
4150,4150,INBOUND,53,84,2023-08-14 11:07:04
4151,4151,INBOUND,10,13,2023-08-05 11:07:04
4152,4152,INBOUND,114,96,2023-08-03 11:07:04
4153,4153,INBOUND,17,53,2023-08-05 11:07:04
4154,4154,INBOUND,155,16,2023-08-03 11:07:04
4155,4155,INBOUND,20,88,2023-08-08 11:07:04
4156,4156,INBOUND,196,65,2023-08-01 11:07:04
4157,4157,INBOUND,57,92,2023-07-28 11:07:04
4158,4158,INBOUND,45,32,2023-08-15 11:07:04
4159,4159,INBOUND,103,61,2023-07-29 11:07:04
4160,4160,INBOUND,7,99,2023-08-01 11:07:04
4161,4161,INBOUND,29,96,2023-08-12 11:07:04
4162,4162,INBOUND,19,95,2023-07-28 11:07:04
4163,4163,INBOUND,17,21,2023-08-05 11:07:04
4164,4164,INBOUND,8,64,2023-07-27 11:07:04
4165,4165,INBOUND,47,64,2023-08-11 11:07:04
4166,4166,INBOUND,40,11,2023-08-06 11:07:04
4167,4167,INBOUND,44,46,2023-08-03 11:07:04
4168,4168,INBOUND,50,76,2023-08-01 11:07:04
4169,4169,INBOUND,11,64,2023-08-11 11:07:04
4170,4170,INBOUND,18,75,2023-08-03 11:07:04
4171,4171,INBOUND,296,98,2023-07-19 11:07:04
4172,4172,INBOUND,7,39,2023-08-07 11:07:04
4173,4173,INBOUND,300,25,2023-08-05 11:07:04
4174,4174,INBOUND,8,38,2023-07-26 11:07:04
4175,4175,INBOUND,55,35,2023-07-27 11:07:04
4176,4176,INBOUND,272,54,2023-08-09 11:07:04
4177,4177,INBOUND,6,49,2023-07-29 11:07:04
4178,4178,INBOUND,65,15,2023-07-18 11:07:04
4179,4179,INBOUND,55,47,2023-07-19 11:07:04
4180,4180,INBOUND,16,58,2023-07-25 11:07:04
4181,4181,INBOUND,52,89,2023-08-13 11:07:04
4182,4182,INBOUND,229,54,2023-08-06 11:07:04
4183,4183,INBOUND,8,60,2023-08-08 11:07:04
4184,4184,INBOUND,19,56,2023-07-17 11:07:04
4185,4185,INBOUND,293,96,2023-07-26 11:07:04
4186,4186,INBOUND,5,67,2023-07-16 11:07:04
4187,4187,INBOUND,15,11,2023-07-30 11:07:04
4188,4188,INBOUND,19,51,2023-08-11 11:07:04
4189,4189,INBOUND,277,84,2023-07-31 11:07:04
4190,4190,INBOUND,58,29,2023-07-20 11:07:04
4191,4191,INBOUND,16,91,2023-08-04 11:07:04
4192,4192,INBOUND,36,68,2023-08-05 11:07:04
4193,4193,INBOUND,206,63,2023-08-12 11:07:04
4194,4194,INBOUND,54,53,2023-07-23 11:07:04
4195,4195,INBOUND,25,90,2023-07-28 11:07:04
4196,4196,INBOUND,12,22,2023-08-02 11:07:04
4197,4197,INBOUND,17,44,2023-07-16 11:07:04
4198,4198,INBOUND,6,35,2023-08-04 11:07:04
4199,4199,INBOUND,14,21,2023-07-18 11:07:04
4200,4200,INBOUND,261,31,2023-07-19 11:07:04
4201,4201,INBOUND,52,90,2023-08-12 11:07:04
4202,4202,INBOUND,7,54,2023-07-23 11:07:04
4203,4203,INBOUND,47,99,2023-07-25 11:07:04
4204,4204,INBOUND,249,32,2023-08-15 11:07:04
4205,4205,INBOUND,11,66,2023-08-08 11:07:04
4206,4206,INBOUND,230,57,2023-07-25 11:07:04
4207,4207,INBOUND,109,73,2023-07-29 11:07:04
4208,4208,INBOUND,119,96,2023-07-16 11:07:04
4209,4209,INBOUND,148,49,2023-07-19 11:07:04
4210,4210,INBOUND,55,66,2023-07-29 11:07:04
4211,4211,INBOUND,7,74,2023-07-27 11:07:04
4212,4212,INBOUND,207,20,2023-07-18 11:07:04
4213,4213,INBOUND,8,13,2023-08-03 11:07:04
4214,4214,INBOUND,18,92,2023-07-22 11:07:04
4215,4215,INBOUND,108,62,2023-07-16 11:07:04
4216,4216,INBOUND,32,54,2023-08-08 11:07:04
4217,4217,INBOUND,229,33,2023-08-04 11:07:04
4218,4218,INBOUND,30,66,2023-07-19 11:07:04
4219,4219,INBOUND,148,15,2023-08-15 11:07:04
4220,4220,INBOUND,18,47,2023-07-31 11:07:04
4221,4221,INBOUND,25,77,2023-07-17 11:07:04
4222,4222,INBOUND,213,34,2023-08-03 11:07:04
4223,4223,INBOUND,20,40,2023-08-04 11:07:04
4224,4224,INBOUND,131,88,2023-08-09 11:07:04
4225,4225,INBOUND,195,98,2023-07-31 11:07:04
4226,4226,INBOUND,177,61,2023-08-02 11:07:04
4227,4227,INBOUND,110,89,2023-07-19 11:07:04
4228,4228,INBOUND,6,76,2023-08-05 11:07:04
4229,4229,INBOUND,103,16,2023-07-31 11:07:04
4230,4230,INBOUND,45,67,2023-07-28 11:07:04
4231,4231,INBOUND,11,71,2023-07-16 11:07:04
4232,4232,INBOUND,12,97,2023-08-03 11:07:04
4233,4233,INBOUND,122,99,2023-07-31 11:07:04
4234,4234,INBOUND,13,22,2023-07-21 11:07:04
4235,4235,INBOUND,264,78,2023-07-16 11:07:04
4236,4236,INBOUND,38,38,2023-08-11 11:07:04
4237,4237,INBOUND,173,12,2023-07-19 11:07:04
4238,4238,INBOUND,53,81,2023-08-12 11:07:04
4239,4239,INBOUND,11,26,2023-08-04 11:07:04
4240,4240,INBOUND,47,74,2023-07-22 11:07:04
4241,4241,INBOUND,236,68,2023-07-22 11:07:04
4242,4242,INBOUND,19,82,2023-07-25 11:07:04
4243,4243,INBOUND,192,78,2023-07-30 11:07:04
4244,4244,INBOUND,77,28,2023-08-12 11:07:04
4245,4245,INBOUND,146,81,2023-07-27 11:07:04
4246,4246,INBOUND,5,84,2023-07-18 11:07:04
4247,4247,INBOUND,139,89,2023-08-13 11:07:04
4248,4248,INBOUND,25,28,2023-07-17 11:07:04
4249,4249,INBOUND,51,32,2023-07-20 11:07:04
4250,4250,INBOUND,23,41,2023-07-20 11:07:04
4251,4251,INBOUND,99,69,2023-08-08 11:07:04
4252,4252,INBOUND,5,10,2023-07-23 11:07:04
4253,4253,INBOUND,48,41,2023-08-12 11:07:04
4254,4254,INBOUND,49,64,2023-07-29 11:07:04
4255,4255,INBOUND,39,72,2023-07-31 11:07:04
4256,4256,INBOUND,54,46,2023-07-17 11:07:04
4257,4257,INBOUND,21,91,2023-07-25 11:07:04
4258,4258,INBOUND,20,22,2023-07-24 11:07:04
4259,4259,INBOUND,280,71,2023-08-08 11:07:04
4260,4260,INBOUND,19,76,2023-07-23 11:07:04
4261,4261,INBOUND,163,88,2023-07-26 11:07:04
4262,4262,INBOUND,201,23,2023-08-04 11:07:04
4263,4263,INBOUND,21,77,2023-08-07 11:07:04
4264,4264,INBOUND,88,47,2023-08-13 11:07:04
4265,4265,INBOUND,210,65,2023-08-07 11:07:04
4266,4266,INBOUND,59,57,2023-07-23 11:07:04
4267,4267,INBOUND,227,51,2023-08-07 11:07:04
4268,4268,INBOUND,121,75,2023-07-29 11:07:04
4269,4269,INBOUND,56,45,2023-07-28 11:07:04
4270,4270,INBOUND,57,51,2023-07-17 11:07:04
4271,4271,INBOUND,35,68,2023-07-31 11:07:04
4272,4272,INBOUND,24,59,2023-08-05 11:07:04
4273,4273,INBOUND,201,11,2023-07-31 11:07:04
4274,4274,INBOUND,173,26,2023-08-04 11:07:04
4275,4275,INBOUND,146,92,2023-08-13 11:07:04
4276,4276,INBOUND,18,96,2023-07-24 11:07:04
4277,4277,INBOUND,184,52,2023-07-26 11:07:04
4278,4278,INBOUND,225,82,2023-08-10 11:07:04
4279,4279,INBOUND,223,93,2023-07-16 11:07:04
4280,4280,INBOUND,43,54,2023-07-25 11:07:04
4281,4281,INBOUND,49,42,2023-07-22 11:07:04
4282,4282,INBOUND,117,24,2023-07-19 11:07:04
4283,4283,INBOUND,131,78,2023-07-22 11:07:04
4284,4284,INBOUND,177,73,2023-07-22 11:07:04
4285,4285,INBOUND,297,56,2023-07-29 11:07:04
4286,4286,INBOUND,243,50,2023-07-26 11:07:04
4287,4287,INBOUND,300,70,2023-08-14 11:07:04
4288,4288,INBOUND,35,92,2023-08-10 11:07:04
4289,4289,INBOUND,177,10,2023-08-04 11:07:04
4290,4290,INBOUND,18,24,2023-08-10 11:07:04
4291,4291,INBOUND,35,33,2023-08-14 11:07:04
4292,4292,INBOUND,6,68,2023-07-19 11:07:04
4293,4293,INBOUND,86,12,2023-07-19 11:07:04
4294,4294,INBOUND,107,48,2023-08-05 11:07:04
4295,4295,INBOUND,239,68,2023-07-22 11:07:04
4296,4296,INBOUND,184,63,2023-08-04 11:07:04
4297,4297,INBOUND,59,59,2023-07-20 11:07:04
4298,4298,INBOUND,268,70,2023-08-14 11:07:04
4299,4299,INBOUND,56,55,2023-07-16 11:07:04
4300,4300,INBOUND,95,100,2023-08-11 11:07:04
4301,4301,INBOUND,247,65,2023-08-03 11:07:04
4302,4302,INBOUND,14,73,2023-08-07 11:07:04
4303,4303,INBOUND,30,33,2023-08-08 11:07:04
4304,4304,INBOUND,39,50,2023-08-05 11:07:04
4305,4305,INBOUND,31,45,2023-08-05 11:07:04
4306,4306,INBOUND,252,86,2023-08-15 11:07:04
4307,4307,INBOUND,156,93,2023-08-04 11:07:04
4308,4308,INBOUND,137,79,2023-07-24 11:07:04
4309,4309,INBOUND,39,55,2023-08-09 11:07:04
